.1.3.6.1.2.1.1.1.0 = STRING: Juniper Networks, Inc. junosv-firefly internet router, kernel JUNOS 12.1X44-D20.3 #0: 2013-07-19 04:30:49 UTC     builder@briath.juniper.net:/volume/build/junos/12.1/service/12.1X44-D20.3/obj-i386/junos/bsd/kernels/VSRX/kernel Build date: 2013-07-19 04:4
.1.3.6.1.2.1.1.2.0 = OID: .1.3.6.1.4.1.2636.1.1.1.2.96
.1.3.6.1.2.1.1.3.0 = Timeticks: (581689053) 67 days, 7:48:10.53
.1.3.6.1.2.1.1.4.0 = STRING: 
.1.3.6.1.2.1.1.5.0 = STRING: FireFly_177
.1.3.6.1.2.1.1.6.0 = STRING: 
.1.3.6.1.2.1.1.7.0 = INTEGER: 4
.1.3.6.1.2.1.2.1.0 = INTEGER: 30
.1.3.6.1.2.1.2.2.1.1.4 = INTEGER: 4
.1.3.6.1.2.1.2.2.1.1.5 = INTEGER: 5
.1.3.6.1.2.1.2.2.1.1.6 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.1.7 = INTEGER: 7
.1.3.6.1.2.1.2.2.1.1.8 = INTEGER: 8
.1.3.6.1.2.1.2.2.1.1.9 = INTEGER: 9
.1.3.6.1.2.1.2.2.1.1.10 = INTEGER: 10
.1.3.6.1.2.1.2.2.1.1.11 = INTEGER: 11
.1.3.6.1.2.1.2.2.1.1.12 = INTEGER: 12
.1.3.6.1.2.1.2.2.1.1.16 = INTEGER: 16
.1.3.6.1.2.1.2.2.1.1.21 = INTEGER: 21
.1.3.6.1.2.1.2.2.1.1.22 = INTEGER: 22
.1.3.6.1.2.1.2.2.1.1.248 = INTEGER: 248
.1.3.6.1.2.1.2.2.1.1.501 = INTEGER: 501
.1.3.6.1.2.1.2.2.1.1.502 = INTEGER: 502
.1.3.6.1.2.1.2.2.1.1.503 = INTEGER: 503
.1.3.6.1.2.1.2.2.1.1.504 = INTEGER: 504
.1.3.6.1.2.1.2.2.1.1.505 = INTEGER: 505
.1.3.6.1.2.1.2.2.1.1.506 = INTEGER: 506
.1.3.6.1.2.1.2.2.1.1.507 = INTEGER: 507
.1.3.6.1.2.1.2.2.1.1.508 = INTEGER: 508
.1.3.6.1.2.1.2.2.1.1.509 = INTEGER: 509
.1.3.6.1.2.1.2.2.1.1.510 = INTEGER: 510
.1.3.6.1.2.1.2.2.1.1.511 = INTEGER: 511
.1.3.6.1.2.1.2.2.1.1.512 = INTEGER: 512
.1.3.6.1.2.1.2.2.1.1.513 = INTEGER: 513
.1.3.6.1.2.1.2.2.1.1.514 = INTEGER: 514
.1.3.6.1.2.1.2.2.1.1.515 = INTEGER: 515
.1.3.6.1.2.1.2.2.1.1.516 = INTEGER: 516
.1.3.6.1.2.1.2.2.1.1.517 = INTEGER: 517
.1.3.6.1.2.1.2.2.1.2.4 = STRING: lsi
.1.3.6.1.2.1.2.2.1.2.5 = STRING: dsc
.1.3.6.1.2.1.2.2.1.2.6 = STRING: lo0
.1.3.6.1.2.1.2.2.1.2.7 = STRING: tap
.1.3.6.1.2.1.2.2.1.2.8 = STRING: gre
.1.3.6.1.2.1.2.2.1.2.9 = STRING: ipip
.1.3.6.1.2.1.2.2.1.2.10 = STRING: pime
.1.3.6.1.2.1.2.2.1.2.11 = STRING: pimd
.1.3.6.1.2.1.2.2.1.2.12 = STRING: mtun
.1.3.6.1.2.1.2.2.1.2.16 = STRING: lo0.0
.1.3.6.1.2.1.2.2.1.2.21 = STRING: lo0.16384
.1.3.6.1.2.1.2.2.1.2.22 = STRING: lo0.16385
.1.3.6.1.2.1.2.2.1.2.248 = STRING: lo0.32768
.1.3.6.1.2.1.2.2.1.2.501 = STRING: pp0
.1.3.6.1.2.1.2.2.1.2.502 = STRING: st0
.1.3.6.1.2.1.2.2.1.2.503 = STRING: ppd0
.1.3.6.1.2.1.2.2.1.2.504 = STRING: ppe0
.1.3.6.1.2.1.2.2.1.2.505 = STRING: vlan
.1.3.6.1.2.1.2.2.1.2.506 = STRING: ge-0/0/0
.1.3.6.1.2.1.2.2.1.2.507 = STRING: ge-0/0/1
.1.3.6.1.2.1.2.2.1.2.508 = STRING: sp-0/0/0
.1.3.6.1.2.1.2.2.1.2.509 = STRING: gr-0/0/0
.1.3.6.1.2.1.2.2.1.2.510 = STRING: ip-0/0/0
.1.3.6.1.2.1.2.2.1.2.511 = STRING: lsq-0/0/0
.1.3.6.1.2.1.2.2.1.2.512 = STRING: mt-0/0/0
.1.3.6.1.2.1.2.2.1.2.513 = STRING: lt-0/0/0
.1.3.6.1.2.1.2.2.1.2.514 = STRING: ge-0/0/0.0
.1.3.6.1.2.1.2.2.1.2.515 = STRING: sp-0/0/0.0
.1.3.6.1.2.1.2.2.1.2.516 = STRING: sp-0/0/0.16383
.1.3.6.1.2.1.2.2.1.2.517 = STRING: ge-0/0/1.0
.1.3.6.1.2.1.2.2.1.3.4 = INTEGER: 150
.1.3.6.1.2.1.2.2.1.3.5 = INTEGER: 1
.1.3.6.1.2.1.2.2.1.3.6 = INTEGER: 24
.1.3.6.1.2.1.2.2.1.3.7 = INTEGER: 1
.1.3.6.1.2.1.2.2.1.3.8 = INTEGER: 131
.1.3.6.1.2.1.2.2.1.3.9 = INTEGER: 131
.1.3.6.1.2.1.2.2.1.3.10 = INTEGER: 131
.1.3.6.1.2.1.2.2.1.3.11 = INTEGER: 131
.1.3.6.1.2.1.2.2.1.3.12 = INTEGER: 131
.1.3.6.1.2.1.2.2.1.3.16 = INTEGER: 24
.1.3.6.1.2.1.2.2.1.3.21 = INTEGER: 24
.1.3.6.1.2.1.2.2.1.3.22 = INTEGER: 24
.1.3.6.1.2.1.2.2.1.3.248 = INTEGER: 24
.1.3.6.1.2.1.2.2.1.3.501 = INTEGER: 1
.1.3.6.1.2.1.2.2.1.3.502 = INTEGER: 1
.1.3.6.1.2.1.2.2.1.3.503 = INTEGER: 131
.1.3.6.1.2.1.2.2.1.3.504 = INTEGER: 131
.1.3.6.1.2.1.2.2.1.3.505 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.506 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.507 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.508 = INTEGER: 1
.1.3.6.1.2.1.2.2.1.3.509 = INTEGER: 131
.1.3.6.1.2.1.2.2.1.3.510 = INTEGER: 131
.1.3.6.1.2.1.2.2.1.3.511 = INTEGER: 108
.1.3.6.1.2.1.2.2.1.3.512 = INTEGER: 131
.1.3.6.1.2.1.2.2.1.3.513 = INTEGER: 131
.1.3.6.1.2.1.2.2.1.3.514 = INTEGER: 53
.1.3.6.1.2.1.2.2.1.3.515 = INTEGER: 53
