.1.3.6.1.2.1.1.1.0 = STRING: Juniper Networks, Inc. junosv-firefly internet router, kernel JUNOS 12.1X44-D20.3 #0: 2013-07-19 04:30:49 UTC     builder@briath.juniper.net:/volume/build/junos/12.1/service/12.1X44-D20.3/obj-i386/junos/bsd/kernels/VSRX/kernel Build date: 2013-07-19 04:4
.1.3.6.1.2.1.1.2.0 = OID: .1.3.6.1.4.1.2636.1.1.1.2.96
.1.3.6.1.2.1.1.3.0 = Timeticks: (581673182) 67 days, 7:45:31.82
.1.3.6.1.2.1.1.4.0 = STRING: 
.1.3.6.1.2.1.1.5.0 = STRING: FireFly_176
.1.3.6.1.2.1.1.6.0 = STRING: 
.1.3.6.1.2.1.1.7.0 = INTEGER: 4
.1.3.6.1.2.1.2.1.0 = INTEGER: 30
.1.3.6.1.2.1.2.2.1.1.4 = INTEGER: 4
.1.3.6.1.2.1.2.2.1.1.5 = INTEGER: 5
.1.3.6.1.2.1.2.2.1.1.6 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.1.7 = INTEGER: 7
.1.3.6.1.2.1.2.2.1.1.8 = INTEGER: 8
.1.3.6.1.2.1.2.2.1.1.9 = INTEGER: 9
.1.3.6.1.2.1.2.2.1.1.10 = INTEGER: 10
.1.3.6.1.2.1.2.2.1.1.11 = INTEGER: 11
.1.3.6.1.2.1.2.2.1.1.12 = INTEGER: 12
.1.3.6.1.2.1.2.2.1.1.16 = INTEGER: 16
.1.3.6.1.2.1.2.2.1.1.21 = INTEGER: 21
.1.3.6.1.2.1.2.2.1.1.22 = INTEGER: 22
.1.3.6.1.2.1.2.2.1.1.248 = INTEGER: 248
.1.3.6.1.2.1.2.2.1.1.501 = INTEGER: 501
.1.3.6.1.2.1.2.2.1.1.502 = INTEGER: 502
.1.3.6.1.2.1.2.2.1.1.503 = INTEGER: 503
.1.3.6.1.2.1.2.2.1.1.504 = INTEGER: 504
.1.3.6.1.2.1.2.2.1.1.505 = INTEGER: 505
.1.3.6.1.2.1.2.2.1.1.506 = INTEGER: 506
.1.3.6.1.2.1.2.2.1.1.507 = INTEGER: 507
.1.3.6.1.2.1.2.2.1.1.508 = INTEGER: 508
.1.3.6.1.2.1.2.2.1.1.509 = INTEGER: 509
.1.3.6.1.2.1.2.2.1.1.510 = INTEGER: 510
.1.3.6.1.2.1.2.2.1.1.511 = INTEGER: 511
.1.3.6.1.2.1.2.2.1.1.512 = INTEGER: 512
.1.3.6.1.2.1.2.2.1.1.513 = INTEGER: 513
.1.3.6.1.2.1.2.2.1.1.514 = INTEGER: 514
.1.3.6.1.2.1.2.2.1.1.515 = INTEGER: 515
.1.3.6.1.2.1.2.2.1.1.516 = INTEGER: 516
.1.3.6.1.2.1.2.2.1.1.517 = INTEGER: 517
.1.3.6.1.2.1.2.2.1.2.4 = STRING: lsi
.1.3.6.1.2.1.2.2.1.2.5 = STRING: dsc
.1.3.6.1.2.1.2.2.1.2.6 = STRING: lo0
.1.3.6.1.2.1.2.2.1.2.7 = STRING: tap
.1.3.6.1.2.1.2.2.1.2.8 = STRING: gre
.1.3.6.1.2.1.2.2.1.2.9 = STRING: ipip
.1.3.6.1.2.1.2.2.1.2.10 = STRING: pime
.1.3.6.1.2.1.2.2.1.2.11 = STRING: pimd
.1.3.6.1.2.1.2.2.1.2.12 = STRING: mtun
.1.3.6.1.2.1.2.2.1.2.16 = STRING: lo0.0
.1.3.6.1.2.1.2.2.1.2.21 = STRING: lo0.16384
.1.3.6.1.2.1.2.2.1.2.22 = STRING: lo0.16385
.1.3.6.1.2.1.2.2.1.2.248 = STRING: lo0.32768
.1.3.6.1.2.1.2.2.1.2.501 = STRING: pp0
.1.3.6.1.2.1.2.2.1.2.502 = STRING: st0
.1.3.6.1.2.1.2.2.1.2.503 = STRING: ppd0
.1.3.6.1.2.1.2.2.1.2.504 = STRING: ppe0
.1.3.6.1.2.1.2.2.1.2.505 = STRING: vlan
.1.3.6.1.2.1.2.2.1.2.506 = STRING: ge-0/0/0
.1.3.6.1.2.1.2.2.1.2.507 = STRING: ge-0/0/0.0
.1.3.6.1.2.1.2.2.1.2.508 = STRING: ge-0/0/1
.1.3.6.1.2.1.2.2.1.2.509 = STRING: sp-0/0/0
.1.3.6.1.2.1.2.2.1.2.510 = STRING: gr-0/0/0
.1.3.6.1.2.1.2.2.1.2.511 = STRING: ip-0/0/0
.1.3.6.1.2.1.2.2.1.2.512 = STRING: lsq-0/0/0
.1.3.6.1.2.1.2.2.1.2.513 = STRING: mt-0/0/0
.1.3.6.1.2.1.2.2.1.2.514 = STRING: lt-0/0/0
.1.3.6.1.2.1.2.2.1.2.515 = STRING: sp-0/0/0.0
.1.3.6.1.2.1.2.2.1.2.516 = STRING: sp-0/0/0.16383
.1.3.6.1.2.1.2.2.1.2.517 = STRING: ge-0/0/1.0
.1.3.6.1.2.1.2.2.1.3.4 = INTEGER: 150
.1.3.6.1.2.1.2.2.1.3.5 = INTEGER: 1
.1.3.6.1.2.1.2.2.1.3.6 = INTEGER: 24
.1.3.6.1.2.1.2.2.1.3.7 = INTEGER: 1
.1.3.6.1.2.1.2.2.1.3.8 = INTEGER: 131
.1.3.6.1.2.1.2.2.1.3.9 = INTEGER: 131
.1.3.6.1.2.1.2.2.1.3.10 = INTEGER: 131
.1.3.6.1.2.1.2.2.1.3.11 = INTEGER: 131
.1.3.6.1.2.1.2.2.1.3.12 = INTEGER: 131
.1.3.6.1.2.1.2.2.1.3.16 = INTEGER: 24
.1.3.6.1.2.1.2.2.1.3.21 = INTEGER: 24
.1.3.6.1.2.1.2.2.1.3.22 = INTEGER: 24
.1.3.6.1.2.1.2.2.1.3.248 = INTEGER: 24
.1.3.6.1.2.1.2.2.1.3.501 = INTEGER: 1
.1.3.6.1.2.1.2.2.1.3.502 = INTEGER: 1
.1.3.6.1.2.1.2.2.1.3.503 = INTEGER: 131
.1.3.6.1.2.1.2.2.1.3.504 = INTEGER: 131
.1.3.6.1.2.1.2.2.1.3.505 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.506 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.507 = INTEGER: 53
.1.3.6.1.2.1.2.2.1.3.508 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.509 = INTEGER: 1
.1.3.6.1.2.1.2.2.1.3.510 = INTEGER: 131
.1.3.6.1.2.1.2.2.1.3.511 = INTEGER: 131
.1.3.6.1.2.1.2.2.1.3.512 = INTEGER: 108
.1.3.6.1.2.1.2.2.1.3.513 = INTEGER: 131
.1.3.6.1.2.1.2.2.1.3.514 = INTEGER: 131
.1.3.6.1.2.1.2.2.1.3.515 = INTEGER: 53
.1.3.6.1.2.1.2.2.1.3.516 = INTEGER: 53
.1.3.6.1.2.1.2.2.1.3.517 = INTEGER: 53
.1.3.6.1.2.1.2.2.1.4.4 = INTEGER: 1496
.1.3.6.1.2.1.2.2.1.4.5 = INTEGER: 2147483647
.1.3.6.1.2.1.2.2.1.4.6 = INTEGER: 2147483647
.1.3.6.1.2.1.2.2.1.4.7 = INTEGER: 2147483647
.1.3.6.1.2.1.2.2.1.4.8 = INTEGER: 2147483647
.1.3.6.1.2.1.2.2.1.4.9 = INTEGER: 2147483647
.1.3.6.1.2.1.2.2.1.4.10 = INTEGER: 2147483647
.1.3.6.1.2.1.2.2.1.4.11 = INTEGER: 2147483647
.1.3.6.1.2.1.2.2.1.4.12 = INTEGER: 2147483647
.1.3.6.1.2.1.2.2.1.4.16 = INTEGER: 2147483647
.1.3.6.1.2.1.2.2.1.4.21 = INTEGER: 2147483647
.1.3.6.1.2.1.2.2.1.4.22 = INTEGER: 2147483647
.1.3.6.1.2.1.2.2.1.4.248 = INTEGER: 0
.1.3.6.1.2.1.2.2.1.4.501 = INTEGER: 1532
.1.3.6.1.2.1.2.2.1.4.502 = INTEGER: 9192
.1.3.6.1.2.1.2.2.1.4.503 = INTEGER: 2147483647
.1.3.6.1.2.1.2.2.1.4.504 = INTEGER: 2147483647
.1.3.6.1.2.1.2.2.1.4.505 = INTEGER: 1518
.1.3.6.1.2.1.2.2.1.4.506 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.507 = INTEGER: 1500
.1.3.6.1.2.1.2.2.1.4.508 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.509 = INTEGER: 9192
.1.3.6.1.2.1.2.2.1.4.510 = INTEGER: 2147483647
.1.3.6.1.2.1.2.2.1.4.511 = INTEGER: 2147483647
.1.3.6.1.2.1.2.2.1.4.512 = INTEGER: 1504
.1.3.6.1.2.1.2.2.1.4.513 = INTEGER: 2147483647
.1.3.6.1.2.1.2.2.1.4.514 = INTEGER: 2147483647
.1.3.6.1.2.1.2.2.1.4.515 = INTEGER: 9192
.1.3.6.1.2.1.2.2.1.4.516 = INTEGER: 9192
.1.3.6.1.2.1.2.2.1.4.517 = INTEGER: 1500
.1.3.6.1.2.1.2.2.1.5.4 = Gauge32: 0
.1.3.6.1.2.1.2.2.1.5.5 = Gauge32: 0
.1.3.6.1.2.1.2.2.1.5.6 = Gauge32: 0
.1.3.6.1.2.1.2.2.1.5.7 = Gauge32: 0
.1.3.6.1.2.1.2.2.1.5.8 = Gauge32: 0
.1.3.6.1.2.1.2.2.1.5.9 = Gauge32: 0
.1.3.6.1.2.1.2.2.1.5.10 = Gauge32: 0
.1.3.6.1.2.1.2.2.1.5.11 = Gauge32: 0
.1.3.6.1.2.1.2.2.1.5.12 = Gauge32: 0
.1.3.6.1.2.1.2.2.1.5.16 = Gauge32: 0
.1.3.6.1.2.1.2.2.1.5.21 = Gauge32: 0
.1.3.6.1.2.1.2.2.1.5.22 = Gauge32: 0
.1.3.6.1.2.1.2.2.1.5.248 = Gauge32: 0
.1.3.6.1.2.1.2.2.1.5.501 = Gauge32: 0
.1.3.6.1.2.1.2.2.1.5.502 = Gauge32: 0
.1.3.6.1.2.1.2.2.1.5.503 = Gauge32: 800000000
.1.3.6.1.2.1.2.2.1.5.504 = Gauge32: 800000000
.1.3.6.1.2.1.2.2.1.5.505 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.506 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.507 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.508 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.509 = Gauge32: 800000000
.1.3.6.1.2.1.2.2.1.5.510 = Gauge32: 800000000
.1.3.6.1.2.1.2.2.1.5.511 = Gauge32: 800000000
.1.3.6.1.2.1.2.2.1.5.512 = Gauge32: 622080000
.1.3.6.1.2.1.2.2.1.5.513 = Gauge32: 800000000
.1.3.6.1.2.1.2.2.1.5.514 = Gauge32: 800000000
.1.3.6.1.2.1.2.2.1.5.515 = Gauge32: 800000000
.1.3.6.1.2.1.2.2.1.5.516 = Gauge32: 800000000
.1.3.6.1.2.1.2.2.1.5.517 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.6.4 = STRING: 
.1.3.6.1.2.1.2.2.1.6.5 = STRING: 
.1.3.6.1.2.1.2.2.1.6.6 = STRING: 
.1.3.6.1.2.1.2.2.1.6.7 = STRING: 
.1.3.6.1.2.1.2.2.1.6.8 = STRING: 
.1.3.6.1.2.1.2.2.1.6.9 = STRING: 
.1.3.6.1.2.1.2.2.1.6.10 = STRING: 
.1.3.6.1.2.1.2.2.1.6.11 = STRING: 
.1.3.6.1.2.1.2.2.1.6.12 = STRING: 
.1.3.6.1.2.1.2.2.1.6.16 = STRING: 
.1.3.6.1.2.1.2.2.1.6.21 = STRING: 
.1.3.6.1.2.1.2.2.1.6.22 = STRING: 
.1.3.6.1.2.1.2.2.1.6.248 = STRING: 
.1.3.6.1.2.1.2.2.1.6.501 = STRING: 
.1.3.6.1.2.1.2.2.1.6.502 = STRING: 
.1.3.6.1.2.1.2.2.1.6.503 = STRING: 
.1.3.6.1.2.1.2.2.1.6.504 = STRING: 
.1.3.6.1.2.1.2.2.1.6.505 = STRING: 0:0:0:0:0:0
.1.3.6.1.2.1.2.2.1.6.506 = STRING: 0:c:29:84:f4:d8
.1.3.6.1.2.1.2.2.1.6.507 = STRING: 0:c:29:84:f4:d8
.1.3.6.1.2.1.2.2.1.6.508 = STRING: 0:c:29:84:f4:e2
.1.3.6.1.2.1.2.2.1.6.509 = STRING: 
.1.3.6.1.2.1.2.2.1.6.510 = STRING: 
.1.3.6.1.2.1.2.2.1.6.511 = STRING: 
.1.3.6.1.2.1.2.2.1.6.512 = STRING: 
.1.3.6.1.2.1.2.2.1.6.513 = STRING: 
.1.3.6.1.2.1.2.2.1.6.514 = STRING: 2:5:86:71:d0:33
.1.3.6.1.2.1.2.2.1.6.515 = STRING: 
.1.3.6.1.2.1.2.2.1.6.516 = STRING: 
.1.3.6.1.2.1.2.2.1.6.517 = STRING: 0:c:29:84:f4:e2
.1.3.6.1.2.1.2.2.1.7.4 = INTEGER: 1
.1.3.6.1.2.1.2.2.1.7.5 = INTEGER: 1
.1.3.6.1.2.1.2.2.1.7.6 = INTEGER: 1
.1.3.6.1.2.1.2.2.1.7.7 = INTEGER: 1
.1.3.6.1.2.1.2.2.1.7.8 = INTEGER: 1
