.1.3.6.1.2.1.1.1.0 = STRING: Juniper Networks, Inc. ex3200-24t internet router, kernel JUNOS 12.1R1.9 #0: 2012-03-24 09:48:25 UTC     builder@greteth:/volume/build/junos/12.1/release/12.1R1.9/obj-powerpc/junos/bsd/kernels/JUNIPER-EX/kernel Build date: 2012-03-24 08:42:44 UTC Copyrig
.1.3.6.1.2.1.1.2.0 = OID: .1.3.6.1.4.1.2636.1.1.1.2.30
.1.3.6.1.2.1.1.3.0 = Timeticks: (60056293) 6 days, 22:49:22.93
.1.3.6.1.2.1.1.4.0 = STRING: 
.1.3.6.1.2.1.1.5.0 = STRING: Space-EX-SW1
.1.3.6.1.2.1.1.6.0 = STRING: 
.1.3.6.1.2.1.1.7.0 = INTEGER: 6
.1.3.6.1.2.1.2.1.0 = INTEGER: 43
.1.3.6.1.2.1.2.2.1.1.4 = INTEGER: 4
.1.3.6.1.2.1.2.2.1.1.5 = INTEGER: 5
.1.3.6.1.2.1.2.2.1.1.6 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.1.7 = INTEGER: 7
.1.3.6.1.2.1.2.2.1.1.8 = INTEGER: 8
.1.3.6.1.2.1.2.2.1.1.9 = INTEGER: 9
.1.3.6.1.2.1.2.2.1.1.10 = INTEGER: 10
.1.3.6.1.2.1.2.2.1.1.11 = INTEGER: 11
.1.3.6.1.2.1.2.2.1.1.12 = INTEGER: 12
.1.3.6.1.2.1.2.2.1.1.33 = INTEGER: 33
.1.3.6.1.2.1.2.2.1.1.37 = INTEGER: 37
.1.3.6.1.2.1.2.2.1.1.38 = INTEGER: 38
.1.3.6.1.2.1.2.2.1.1.501 = INTEGER: 501
.1.3.6.1.2.1.2.2.1.1.503 = INTEGER: 503
.1.3.6.1.2.1.2.2.1.1.505 = INTEGER: 505
.1.3.6.1.2.1.2.2.1.1.506 = INTEGER: 506
.1.3.6.1.2.1.2.2.1.1.507 = INTEGER: 507
.1.3.6.1.2.1.2.2.1.1.509 = INTEGER: 509
.1.3.6.1.2.1.2.2.1.1.511 = INTEGER: 511
.1.3.6.1.2.1.2.2.1.1.513 = INTEGER: 513
.1.3.6.1.2.1.2.2.1.1.515 = INTEGER: 515
.1.3.6.1.2.1.2.2.1.1.517 = INTEGER: 517
.1.3.6.1.2.1.2.2.1.1.519 = INTEGER: 519
.1.3.6.1.2.1.2.2.1.1.521 = INTEGER: 521
.1.3.6.1.2.1.2.2.1.1.523 = INTEGER: 523
.1.3.6.1.2.1.2.2.1.1.524 = INTEGER: 524
.1.3.6.1.2.1.2.2.1.1.525 = INTEGER: 525
.1.3.6.1.2.1.2.2.1.1.527 = INTEGER: 527
.1.3.6.1.2.1.2.2.1.1.528 = INTEGER: 528
.1.3.6.1.2.1.2.2.1.1.529 = INTEGER: 529
.1.3.6.1.2.1.2.2.1.1.531 = INTEGER: 531
