.1.3.6.1.2.1.1.1.0 = STRING: Juniper Networks, Inc. ex4200-24t internet router, kernel JUNOS 10.3R4.4 #0: 2011-05-21 19:36:28 UTC     builder@zigeth.juniper.net:/volume/build/junos/10.3/release/10.3R4.4/obj-powerpc/bsd/sys/compile/JUNIPER-EX Build date: 2011-05-21 19:21:18 UTC Copyr
.1.3.6.1.2.1.1.2.0 = OID: .1.3.6.1.4.1.2636.1.1.1.2.31
.1.3.6.1.2.1.1.3.0 = Timeticks: (60148544) 6 days, 23:04:45.44
.1.3.6.1.2.1.1.4.0 = STRING: 
.1.3.6.1.2.1.1.5.0 = STRING: Space-EX-SW2
.1.3.6.1.2.1.1.6.0 = STRING: 
.1.3.6.1.2.1.1.7.0 = INTEGER: 6
.1.3.6.1.2.1.2.1.0 = INTEGER: 57
.1.3.6.1.2.1.2.2.1.1.4 = INTEGER: 4
.1.3.6.1.2.1.2.2.1.1.5 = INTEGER: 5
.1.3.6.1.2.1.2.2.1.1.6 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.1.7 = INTEGER: 7
.1.3.6.1.2.1.2.2.1.1.8 = INTEGER: 8
.1.3.6.1.2.1.2.2.1.1.9 = INTEGER: 9
.1.3.6.1.2.1.2.2.1.1.10 = INTEGER: 10
.1.3.6.1.2.1.2.2.1.1.11 = INTEGER: 11
.1.3.6.1.2.1.2.2.1.1.12 = INTEGER: 12
.1.3.6.1.2.1.2.2.1.1.33 = INTEGER: 33
.1.3.6.1.2.1.2.2.1.1.34 = INTEGER: 34
.1.3.6.1.2.1.2.2.1.1.35 = INTEGER: 35
.1.3.6.1.2.1.2.2.1.1.37 = INTEGER: 37
.1.3.6.1.2.1.2.2.1.1.38 = INTEGER: 38
.1.3.6.1.2.1.2.2.1.1.49 = INTEGER: 49
.1.3.6.1.2.1.2.2.1.1.50 = INTEGER: 50
.1.3.6.1.2.1.2.2.1.1.51 = INTEGER: 51
.1.3.6.1.2.1.2.2.1.1.52 = INTEGER: 52
.1.3.6.1.2.1.2.2.1.1.152 = INTEGER: 152
.1.3.6.1.2.1.2.2.1.1.154 = INTEGER: 154
.1.3.6.1.2.1.2.2.1.1.156 = INTEGER: 156
.1.3.6.1.2.1.2.2.1.1.501 = INTEGER: 501
.1.3.6.1.2.1.2.2.1.1.502 = INTEGER: 502
.1.3.6.1.2.1.2.2.1.1.503 = INTEGER: 503
.1.3.6.1.2.1.2.2.1.1.504 = INTEGER: 504
